Start	End	StartM	EndM	length	lengthM	ch	StartBP	EndBP	iid1	iid2
3524	5210	0.128019	0.20018599927425385	1686	0.072166994	10	6033301	8525247	results/01_atlas/I0048	results/01_atlas/I0013
9059	12548	0.3481529951095581	0.44836899638175964	3489	0.10021600127220154	10	15305218	23145387	results/01_atlas/I0048	results/01_atlas/I0013
20118	27324	0.6393309831619263	0.8830779790878296	7206	0.24374699592590332	10	45328363	66508237	results/01_atlas/I0048	results/01_atlas/I0013
33282	37065	1.034082055091858	1.1356650590896606	3783	0.10158300399780273	10	80097033	88165453	results/01_atlas/I0048	results/01_atlas/I0013
48998	54319	1.4223400354385376	1.618312954902649	5321	0.19597291946411133	10	117722812	127711296	results/01_atlas/I0048	results/01_atlas/I0013
431	2437	0.010073	0.08914999663829803	2006	0.079077	10	1335849	4260230	results/01_atlas/I0048	FAM001_ID001
20582	29323	0.6948670148849487	0.9280909895896912	8741	0.23322397470474243	10	49484476	71380174	results/01_atlas/I0048	FAM001_ID001
34693	38429	1.0833369493484497	1.1730259656906128	3736	0.08968901634216309	10	82978314	91626071	results/01_atlas/I0048	FAM001_ID001
45339	47944	1.3311070203781128	1.394063949584961	2605	0.06295692920684814	10	109379879	115192482	results/01_atlas/I0048	FAM001_ID001
49003	53584	1.4232280254364014	1.5951470136642456	4581	0.17191898822784424	10	117728684	126172863	results/01_atlas/I0048	FAM001_ID001
56408	58760	1.7088940143585205	1.8091529607772827	2352	0.10025894641876221	10	130846332	135434303	results/01_atlas/I0048	FAM001_ID001
5074	15368	0.192153	0.5293400287628174	10294	0.33718702	10	8327496	29366521	results/01_atlas/I0013	FAM001_ID001
20648	30813	0.696241021156311	0.9784219861030579	10165	0.2821809649467468	10	49753654	73440941	results/01_atlas/I0013	FAM001_ID001
38394	41634	1.172518014907837	1.2570879459381104	3240	0.08456993103027344	10	91581305	99727696	results/01_atlas/I0013	FAM001_ID001
43945	47715	1.3044990301132202	1.3854329586029053	3770	0.08093392848968506	10	106144457	114812071	results/01_atlas/I0013	FAM001_ID001
48926	52768	1.4207240343093872	1.554021954536438	3842	0.13329792022705078	10	117550638	124866446	results/01_atlas/I0013	FAM001_ID001
53043	57831	1.5623270273208618	1.7676149606704712	4788	0.20528793334960938	10	125275458	133086163	results/01_atlas/I0013	FAM001_ID001
