Start	End	StartM	EndM	length	lengthM	ch	StartBP	EndBP	iid1	iid2
506	4536	0.058329	0.23643800616264343	4030	0.178109	14	21270676	30864664	results/01_atlas/I0048	results/01_atlas/I0013
5894	8889	0.29274600744247437	0.3809190094470978	2995	0.08817300200462341	14	33931064	41565756	results/01_atlas/I0048	results/01_atlas/I0013
11396	15152	0.4338580071926117	0.5391309857368469	3756	0.10527297854423523	14	49670005	58046193	results/01_atlas/I0048	results/01_atlas/I0013
2575	4351	0.165746	0.22895899415016174	1776	0.06321299	14	25345898	30395066	results/01_atlas/I0048	FAM001_ID001
4687	7047	0.2441290020942688	0.3439190089702606	2360	0.09979000687599182	14	31279486	36672537	results/01_atlas/I0048	FAM001_ID001
15946	21931	0.5571110248565674	0.6897199749946594	5985	0.13260895013809204	14	59815040	74815239	results/01_atlas/I0048	FAM001_ID001
33590	36162	1.0441570281982422	1.1677440404891968	2572	0.12358701229095459	14	99093332	106291576	results/01_atlas/I0048	FAM001_ID001
132	1231	0.027675	0.10151100158691406	1099	0.073836	14	20672016	22737591	results/01_atlas/I0013	FAM001_ID001
1601	3961	0.1199520006775856	0.21292200684547424	2360	0.09297000616788864	14	23258128	29025319	results/01_atlas/I0013	FAM001_ID001
4212	7463	0.22465500235557556	0.3568139970302582	3251	0.13215899467468262	14	29977464	37430306	results/01_atlas/I0013	FAM001_ID001
11248	14290	0.4308440089225769	0.5118299722671509	3042	0.08098596334457397	14	49307624	56379039	results/01_atlas/I0013	FAM001_ID001
26814	28991	0.8107119798660278	0.8799650073051453	2177	0.06925302743911743	14	85863843	90980622	results/01_atlas/I0013	FAM001_ID001
32553	35685	1.0103579759597778	1.1361010074615479	3132	0.12574303150177002	14	97273441	104300829	results/01_atlas/I0013	FAM001_ID001
