Start	End	StartM	EndM	length	lengthM	ch	StartBP	EndBP	iid1	iid2
4977	6573	0.203644	0.2677139937877655	1596	0.06406999	3	8158122	11037713	results/01_atlas/I0048	FAM001_ID001
6815	8718	0.2777070105075836	0.3395079970359802	1903	0.061800986528396606	3	11627016	15309925	results/01_atlas/I0048	FAM001_ID001
33485	35242	0.9806990027427673	1.0466949939727783	1757	0.06599599123001099	3	72585498	77318899	results/01_atlas/I0048	FAM001_ID001
56075	59834	1.4910379648208618	1.606896996498108	3759	0.1158590316772461	3	139739779	149324704	results/01_atlas/I0048	FAM001_ID001
4447	6373	0.187353	0.261011004447937	1926	0.073658004	3	7292607	10698941	results/01_atlas/I0013	FAM001_ID001
25868	31085	0.7491490244865417	0.9020640254020691	5217	0.15291500091552734	3	58558769	67455458	results/01_atlas/I0013	FAM001_ID001
60287	62767	1.619981050491333	1.6819360256195068	2480	0.06195497512817383	3	150531601	157310675	results/01_atlas/I0013	FAM001_ID001
66674	69193	1.7520760297775269	1.8541450500488281	2519	0.10206902027130127	3	169371934	175670278	results/01_atlas/I0013	FAM001_ID001
69724	72572	1.8763600587844849	1.9838680028915405	2848	0.10750794410705566	3	177222429	186102233	results/01_atlas/I0013	FAM001_ID001
72880	74900	1.9992430210113525	2.09102201461792	2020	0.09177899360656738	3	186713924	190571142	results/01_atlas/I0013	FAM001_ID001
